,name,description,member
1182761,TAF3,PRMT1,colon
1182762,TAF3,MIR5088,colon
1182765,TAF3,CPT1C,colon
1182766,TAF3,TSKS,colon
1182767,TAF3,RNU6-841P,colon
1182768,TAF3,AP2A1,colon
1182770,TAF3,FUZ,colon
1182771,TAF3,AC006942.4,colon
1182772,TAF3,MED25,colon
1182774,TAF3,PTOV1,colon
1182775,TAF3,PTOV1-AS1,colon
1182776,TAF3,MIR4749,colon
1182778,TAF3,PTOV1-AS2,colon
1182779,TAF3,AC018766.4,colon
1182780,TAF3,PNKP,colon
1182781,TAF3,AKT1S1,colon
1182782,TAF3,TBC1D17,colon
1182783,TAF3,MIR4750,colon
1182784,TAF3,NUP62,colon
1182785,TAF3,IL4I1,colon
1182786,TAF3,CTD-2616J11.9,colon
1182787,TAF3,ETFB,colon
1182788,TAF3,CTD-2616J11.10,colon
1182789,TAF3,CTD-2616J11.11,colon
1182790,TAF3,CLDND2,colon
1182792,TAF3,LIM2,colon
1182793,TAF3,C19orf84,colon
1182794,TAF3,CTD-2616J11.14,colon
1182796,TAF3,AC008440.10,colon
1182797,TAF3,MYADM,colon
1182798,TAF3,AC008753.6,colon
1182799,TAF3,AC008440.5,colon
1182800,TAF3,PRKCG,colon
1182802,TAF3,CNOT3,colon
1182803,TAF3,LENG1,colon
1182804,TAF3,TMC4,colon
1182805,TAF3,MBOAT7,colon
1182806,TAF3,TSEN34,colon
1182807,TAF3,AC012314.20,colon
1182808,TAF3,RPS9,colon
1182810,TAF3,DNAAF3,colon
1182811,TAF3,snoU13,colon
1182812,TAF3,SYT5,colon
1182813,TAF3,PTPRH,colon
1182814,TAF3,CTD-2587H24.10,colon
1182815,TAF3,PPP6R1,colon
1182816,TAF3,HSPBP1,colon
1182817,TAF3,BRSK1,colon
1182818,TAF3,ISOC2,colon
1182819,TAF3,CTD-2537I9.15,colon
1182820,TAF3,ZNF628,colon
1182821,TAF3,CTD-2537I9.16,colon
1182822,TAF3,NAT14,colon
1182823,TAF3,SSC5D,colon
1182824,TAF3,ZNF579,colon
1182825,TAF3,FIZ1,colon
1182826,TAF3,ZNF524,colon
1182827,TAF3,ZNF865,colon
1182829,TAF3,ZNF784,colon
1182830,TAF3,ZNF580,colon
1182831,TAF3,ZNF581,colon
1182832,TAF3,CCDC106,colon
1182833,TAF3,U2AF2,colon
1182835,TAF3,CTD-2537I9.12,colon
1182836,TAF3,EPN1,colon
1182837,TAF3,AC010525.1,colon
1182838,TAF3,CTD-2619J13.8,colon
1182840,TAF3,CTD-2619J13.3,colon
1182841,TAF3,ZNF497,colon
1182842,TAF3,RNA5SP473,colon
1182843,TAF3,ZNF837,colon
1182844,TAF3,RPS5,colon
1182845,TAF3,MIR4754,colon
1182846,TAF3,RNF225,colon
1182848,TAF3,ZNF584,colon
1182849,TAF3,CTD-2619J13.14,colon
1182850,TAF3,CTD-2619J13.16,colon
1182851,TAF3,ZNF324B,colon
1182852,TAF3,ZNF324,colon
1182853,TAF3,ZNF446,colon
1182854,TAF3,CTD-2619J13.23,colon
1182857,TAF3,SLC27A5,colon
1182858,TAF3,CTD-2619J13.27,colon
1182859,TAF3,ZBTB45,colon
1182860,TAF3,RN7SL525P,colon
1182861,TAF3,TRIM28,colon
1182862,TAF3,MIR6807,colon
1182863,TAF3,CHMP2A,colon
1182864,TAF3,UBE2M,colon
1182865,TAF3,MZF1-AS1,colon
1182866,TAF3,MZF1,colon
1182867,TAF3,CENPBD1P1,colon
1182868,TAF3,MGC2752,colon
1182869,TAF3,AC016629.7,colon
1182870,TAF3,CECR5,colon
1182871,TAF3,CECR5-AS1,colon
1182872,TAF3,ATP6V1E1,colon
1182873,TAF3,BCL2L13,colon
1182874,TAF3,FLJ41941,colon
1182875,TAF3,XXbac-B476C20.9,colon
1182876,TAF3,PEX26,colon
1182877,TAF3,TSSK2,colon
1182878,TAF3,DGCR14,colon
1182880,TAF3,LINC01311,colon
1182881,TAF3,SLC25A1,colon
1182882,TAF3,CLTCL1,colon
1182883,TAF3,SEPT5,colon
1182884,TAF3,GNB1L,colon
1182885,TAF3,C22orf29,colon
1182886,TAF3,COMT,colon
1182887,TAF3,TXNRD2,colon
1182888,TAF3,ARVCF,colon
1182889,TAF3,TANGO2,colon
1182891,TAF3,XXbac-B444P24.8,colon
1182892,TAF3,LINC00896,colon
1182893,TAF3,USP41,colon
1182894,TAF3,ZNF74,colon
1182895,TAF3,RNU6-225P,colon
1182896,TAF3,KLHL22,colon
1182897,TAF3,MED15,colon
1182898,TAF3,CRKL,colon
1182899,TAF3,XXbac-B135H6.15,colon
1182900,TAF3,AIFM3,colon
1182901,TAF3,LZTR1,colon
1182902,TAF3,XXbac-B135H6.18,colon
1182903,TAF3,THAP7,colon
1182904,TAF3,THAP7-AS1,colon
1182905,TAF3,UBE2L3,colon
1182906,TAF3,MAPK1,colon
1182907,TAF3,PPM1F,colon
1182908,TAF3,LL22NC03-86G7.1,colon
1182909,TAF3,TOP3B,colon
1182910,TAF3,AP000347.2,colon
1182911,TAF3,GUSBP11,colon
1182912,TAF3,KB-1572G7.2,colon
1182913,TAF3,ZNF70,colon
1182916,TAF3,CHCHD10,colon
1182917,TAF3,MMP11,colon
1182918,TAF3,AP000349.2,colon
1182919,TAF3,SMARCB1,colon
1182920,TAF3,CABIN1,colon
1182922,TAF3,TPST2,colon
1182923,TAF3,ISCA2P1,colon
1182924,TAF3,MIAT,colon
1182926,TAF3,MIAT_exon5_2,colon
1182927,TAF3,CTA-373H7.7,colon
1182928,TAF3,MIATNB,colon
1182929,TAF3,MIAT_exon5_3,colon
1182930,TAF3,PITPNB,colon
1182931,TAF3,TTC28-AS1,colon
1182932,TAF3,TTC28-AS1_1,colon
1182933,TAF3,MIR3199-1,colon
1182934,TAF3,ZNRF3,colon
1182935,TAF3,ZNRF3-AS1,colon
1182936,TAF3,KREMEN1,colon
1182937,TAF3,THOC5,colon
1182938,TAF3,NIPSNAP1,colon
1182939,TAF3,NF2,colon
1182940,TAF3,ZMAT5,colon
1182941,TAF3,UQCR10,colon
1182942,TAF3,ASCC2,colon
1182943,TAF3,RP3-438O4.4,colon
1182945,TAF3,RP1-102K2.8,colon
1182946,TAF3,LIF,colon
1182949,TAF3,GATSL3,colon
1182950,TAF3,TBC1D10A,colon
1182951,TAF3,CCDC157,colon
1182953,TAF3,KIAA1656,colon
1182954,TAF3,RNF215,colon
1182955,TAF3,SEC14L2,colon
1182959,TAF3,RP4-539M6.21,colon
1182960,TAF3,MTFP1,colon
1182961,TAF3,RP4-539M6.22,colon
1182962,TAF3,RP4-539M6.18,colon
1182964,TAF3,SMTN,colon
1182965,TAF3,RP3-412A9.16,colon
1182966,TAF3,SELM,colon
1182967,TAF3,RP3-412A9.12,colon
1182968,TAF3,INPP5J,colon
1182969,TAF3,MIR3928,colon
1182970,TAF3,RNF185,colon
1182971,TAF3,TOM1,colon
1182972,TAF3,HMOX1,colon
1182973,TAF3,MCM5,colon
1182974,TAF3,RBFOX2,colon
1182975,TAF3,APOL2,colon
1182976,TAF3,MYH9,colon
1182977,TAF3,RP4-633O19__A.1,colon
1182978,TAF3,TXN2,colon
1182979,TAF3,FOXRED2,colon
1182980,TAF3,EIF3D,colon
1182981,TAF3,IFT27,colon
1182982,TAF3,TST,colon
1182983,TAF3,MPST,colon
1182984,TAF3,KCTD17,colon
1182985,TAF3,C1QTNF6,colon
1182987,TAF3,RAC2,colon
1182988,TAF3,CARD10,colon
1182989,TAF3,RP5-1177I5.3,colon
1182990,TAF3,CDC42EP1,colon
1182991,TAF3,GGA1,colon
1182992,TAF3,Z83844.1,colon
1182993,TAF3,PDXP,colon
1182994,TAF3,RN7SL385P,colon
1182995,TAF3,LGALS1,colon
1182996,TAF3,NOL12,colon
1182997,TAF3,TRIOBP,colon
1182998,TAF3,H1F0,colon
1182999,TAF3,GCAT,colon
1183001,TAF3,ANKRD54,colon
1183002,TAF3,MIR658,colon
1183003,TAF3,MIR659,colon
1183004,TAF3,EIF3L,colon
1183005,TAF3,MICALL1,colon
1183007,TAF3,POLR2F,colon
1183008,TAF3,C22orf23,colon
1183009,TAF3,RP5-1039K5.16,colon
1183010,TAF3,PICK1,colon
1183011,TAF3,TMEM184B,colon
1183013,TAF3,CSNK1E,colon
1183014,TAF3,RP3-449O17.1,colon
1183015,TAF3,KDELR3,colon
1183016,TAF3,DDX17,colon
1183017,TAF3,SUN2,colon
1183018,TAF3,DNAL4,colon
1183019,TAF3,NPTXR,colon
1183020,TAF3,APOBEC3C,colon
1183021,TAF3,APOBEC3D,colon
1183022,TAF3,APOBEC3F,colon
1183023,TAF3,APOBEC3G,colon
1183024,TAF3,RPL3,colon
1183025,TAF3,SNORD43,colon
1183026,TAF3,SYNGR1,colon
1183027,TAF3,MKL1,colon
1183028,TAF3,RBX1,colon
1183029,TAF3,DESI1,colon
1183030,TAF3,XRCC6,colon
1183032,TAF3,NHP2L1,colon
1183033,TAF3,C22orf46,colon
1183034,TAF3,SREBF2,colon
1183035,TAF3,SHISA8,colon
1183036,TAF3,CENPM,colon
1183037,TAF3,SEPT3,colon
1183038,TAF3,RRP7A,colon
1183039,TAF3,RRP7B,colon
1183040,TAF3,POLDIP3,colon
1183041,TAF3,RNU12,colon
1183042,TAF3,U12,colon
1183043,TAF3,ARFGAP3,colon
1183044,TAF3,PACSIN2,colon
1183045,TAF3,TTLL1,colon
1183046,TAF3,AL022237.3,colon
1183047,TAF3,BIK,colon
1183048,TAF3,MCAT,colon
1183049,TAF3,TSPO,colon
1183050,TAF3,TTLL12,colon
1183051,TAF3,NUP50-AS1,colon
1183052,TAF3,CTA-217C2.2,colon
1183053,TAF3,NUP50,colon
1183055,TAF3,KIAA0930,colon
1183056,TAF3,UPK3A,colon
1183057,TAF3,FAM118A,colon
1183058,TAF3,ATXN10,colon
1183059,TAF3,WNT7B,colon
1183060,TAF3,CR536603.1,colon
1183061,TAF3,CITF22-92A6.2,colon
1183062,TAF3,CITF22-92A6.1,colon
1183063,TAF3,LINC00899,colon
1183064,TAF3,RP6-109B7.5,colon
1183065,TAF3,PRR34-AS1,colon
1183066,TAF3,MIRLET7BHG,colon
1183067,TAF3,PRR34,colon
1183069,TAF3,RP6-109B7.4,colon
1183070,TAF3,CDPF1,colon
1183071,TAF3,PKDREJ,colon
1183072,TAF3,TTC38,colon
1183073,TAF3,GTSE1-AS1,colon
1183074,TAF3,GTSE1,colon
1183075,TAF3,CELSR1,colon
1183076,TAF3,RP3-439F8.1,colon
1183077,TAF3,GRAMD4,colon
1183078,TAF3,CERK,colon
1183079,TAF3,CTA-29F11.1,colon
1183080,TAF3,TBC1D22A,colon
1183081,TAF3,BRD1,colon
1183085,TAF3,RP11-494O16.4,colon
1183086,TAF3,ZBED4,colon
1183087,TAF3,CRELD2,colon
1183088,TAF3,ALG12,colon
1183089,TAF3,PIM3,colon
1183090,TAF3,MIR6821,colon
1183091,TAF3,SELO,colon
1183094,TAF3,TUBGCP6,colon
1183095,TAF3,HDAC10,colon
1183096,TAF3,MAPK12,colon
1183097,TAF3,MAPK11,colon
1183098,TAF3,AL022328.1,colon
1183099,TAF3,PLXNB2,colon
1183100,TAF3,XX-C283C717.1,colon
1183101,TAF3,XX-C00717C00720L.1,colon
1183102,TAF3,DENND6B,colon
1183103,TAF3,PPP6R2,colon
1183104,TAF3,SBF1,colon
1183105,TAF3,ADM2,colon
1183106,TAF3,MIOX,colon
1183107,TAF3,LMF2,colon
1183108,TAF3,NCAPH2,colon
1183110,TAF3,SCO2,colon
1183111,TAF3,TYMP,colon
1183112,TAF3,ODF3B,colon
1183117,TAF3,SYCE3,colon
1183118,TAF3,CPT1B,colon
1183119,TAF3,CHKB-CPT1B,colon
1183120,TAF3,CHKB,colon
1183121,TAF3,CHKB-AS1,colon
1183123,TAF3,MAPK8IP2,colon
1183124,TAF3,ARSA,colon
1183125,TAF3,LTN1,colon
1183126,TAF3,RPL23P2,colon
1183127,TAF3,RWDD2B,colon
1183128,TAF3,USP16,colon
1183129,TAF3,RP1-100J12.1,colon
1183130,TAF3,CCT8,colon
1183131,TAF3,C21orf59,colon
1183132,TAF3,AP000275.65,colon
1183133,TAF3,IFNGR2,colon
1183134,TAF3,TMEM50B,colon
1183135,TAF3,RPS5P3,colon
1183136,TAF3,AP000302.58,colon
1183137,TAF3,DNAJC28,colon
1183138,TAF3,GART,colon
1183139,TAF3,HLCS,colon
1183140,TAF3,AP000704.5,colon
1183141,TAF3,Y_RNA,colon
1183142,TAF3,MRPL20P1,colon
1183144,TAF3,HMGN1,colon
1183145,TAF3,RNF6P1,colon
1183146,TAF3,WRB,colon
1183147,TAF3,LCA5L,colon
1183148,TAF3,SLC37A1,colon
1183149,TAF3,RSPH1,colon
1183150,TAF3,AP001625.4,colon
1183152,TAF3,RRP1B,colon
1183153,TAF3,PDXK,colon
1183154,TAF3,PFKL,colon
1183155,TAF3,C21orf2,colon
1183156,TAF3,AP001062.9,colon
1183157,TAF3,TRPM2,colon
1183158,TAF3,FAM207A,colon
1183160,TAF3,LL21NC02-21A1.1,colon
1183161,TAF3,COL18A1,colon
1183163,TAF3,MCM3AP,colon
1183164,TAF3,YBEY,colon
1183165,TAF3,C21orf58,colon
1183166,TAF3,PCNT,colon
1183167,TAF3,NDNL2,colon
1183168,TAF3,MTMR10,colon
1183169,TAF3,RP11-16E12.1,colon
1183171,TAF3,SLC12A6,colon
1183172,TAF3,NOP10,colon
1183173,TAF3,NUTM1,colon
1183174,TAF3,LPCAT4,colon
1183177,TAF3,GOLGA8A,colon
1183178,TAF3,AQR,colon
1183179,TAF3,RP11-463I20.1,colon
1183180,TAF3,ZNF770,colon
1183181,TAF3,DPH6,colon
1183182,TAF3,DPH6-AS1,colon
1183183,TAF3,EIF2AK4,colon
1183184,TAF3,SRP14,colon
1183185,TAF3,SRP14-AS1,colon
1183186,TAF3,PLCB2,colon
1183187,TAF3,PLCB2-AS1,colon
1183188,TAF3,INAFM2,colon
1183189,TAF3,RNA5SP392,colon
1183190,TAF3,C15orf52,colon
1183191,TAF3,PHGR1,colon
1183192,TAF3,DISP2,colon
1183193,TAF3,IVD,colon
1183194,TAF3,BAHD1,colon
1183196,TAF3,C15orf57,colon
1183197,TAF3,RPUSD2,colon
1183198,TAF3,Metazoa_SRP,colon
1183199,TAF3,CASC5,colon
1183200,TAF3,ZFYVE19,colon
1183201,TAF3,DNAJC17,colon
1183202,TAF3,RP11-532F12.5,colon
1183203,TAF3,SPINT1,colon
1183204,TAF3,RHOV,colon
1183205,TAF3,CTD-2129N1.1,colon
1183206,TAF3,AC025166.1,colon
1183207,TAF3,VPS18,colon
1183208,TAF3,RP11-540O11.1,colon
1183209,TAF3,DLL4,colon
1183210,TAF3,ISCA1P4,colon
1183211,TAF3,CHAC1,colon
1183212,TAF3,INO80,colon
1183213,TAF3,NDUFAF1,colon
1183214,TAF3,RTF1,colon
1183215,TAF3,LRRC57,colon
1183216,TAF3,HAUS2,colon
1183217,TAF3,RP11-265N6.2,colon
1183219,TAF3,STARD9,colon
1183220,TAF3,EIF4EBP2P2,colon
1183221,TAF3,CASC4,colon
1183222,TAF3,DUOXA1,colon
1183223,TAF3,DUOX1,colon
1183224,TAF3,CTD-2651B20.1,colon
1183225,TAF3,RP11-519G16.2,colon
1183226,TAF3,SHF,colon
1183227,TAF3,CTD-2651B20.7,colon
1183228,TAF3,CTD-2651B20.6,colon
1183229,TAF3,TMOD2,colon
1183230,TAF3,TMOD3,colon
1183231,TAF3,ANXA2,colon
1183233,TAF3,RP11-745A24.2,colon
1183235,TAF3,ICE2,colon
1183236,TAF3,AC007950.2,colon
1183237,TAF3,USP3,colon
1183238,TAF3,USP3-AS1,colon
1183239,TAF3,HERC1,colon
1183240,TAF3,TRIP4,colon
1183241,TAF3,ZNF609,colon
1183242,TAF3,RP11-702L15.4,colon
1183243,TAF3,PIF1,colon
1183244,TAF3,PLEKHO2,colon
1183245,TAF3,AC069368.3,colon
1183246,TAF3,IGDCC3,colon
1183247,TAF3,IGDCC4,colon
1183248,TAF3,RP11-798K3.2,colon
1183249,TAF3,SMAD3,colon
1183250,TAF3,RP11-34F13.2,colon
1183251,TAF3,RNU6-1,colon
1183252,TAF3,CLN6,colon
1183253,TAF3,AC107871.1,colon
1183254,TAF3,RP11-315D16.2,colon
1183255,TAF3,RP11-315D16.4,colon
1183256,TAF3,FEM1B,colon
1183257,TAF3,RP11-361M10.4,colon
1183258,TAF3,HIGD2B,colon
1183259,TAF3,BBS4,colon
1183260,TAF3,NPTN,colon
1183261,TAF3,CD276,colon
1183262,TAF3,LOXL1,colon
1183263,TAF3,LOXL1-AS1,colon
1183264,TAF3,STOML1,colon
1183265,TAF3,PML,colon
1183266,TAF3,SEMA7A,colon
1183267,TAF3,UBL7,colon
1183268,TAF3,UBL7-AS1,colon
1183269,TAF3,SIN3A,colon
1183270,TAF3,CTD-2562G15.3,colon
1183271,TAF3,PTPN9,colon
1183272,TAF3,CTD-2026K11.3,colon
1183273,TAF3,SNUPN,colon
1183274,TAF3,CTD-2026K11.2,colon
1183275,TAF3,CTD-2026K11.4,colon
1183276,TAF3,IMP3,colon
1183277,TAF3,CTD-2026K11.5,colon
1183278,TAF3,SNX33,colon
1183279,TAF3,CSPG4,colon
1183280,TAF3,RP11-24M17.4,colon
1183281,TAF3,DNM1P35,colon
1183282,TAF3,RP11-24M17.3,colon
1183285,TAF3,UBE2Q2,colon
1183286,TAF3,FBXO22,colon
1183287,TAF3,TSPAN3,colon
1183288,TAF3,MESDC2,colon
1183289,TAF3,RP11-775C24.3,colon
1183290,TAF3,MIR4514,colon
1183291,TAF3,RP11-775C24.5,colon
1183292,TAF3,MESDC1,colon
1183293,TAF3,C15orf26,colon
1183294,TAF3,SNHG21,colon
1183295,TAF3,SEC11A,colon
1183296,TAF3,ZNF592,colon
1183297,TAF3,RP11-7M10.2,colon
1183298,TAF3,AEN,colon
1183299,TAF3,ISG20,colon
1183300,TAF3,WDR93,colon
1183301,TAF3,MESP1,colon
1183302,TAF3,MRPL15P1,colon
1183303,TAF3,AP3S2,colon
1183304,TAF3,RNU7-111P,colon
1183305,TAF3,C15orf38-AP3S2,colon
1183306,TAF3,ARPIN,colon
1183307,TAF3,ZNF710,colon
1183308,TAF3,MIR3174,colon
1183309,TAF3,IDH2,colon
1183310,TAF3,CTD-2315E11.1,colon
1183311,TAF3,SEMA4B,colon
1183312,TAF3,RN7SL346P,colon
1183313,TAF3,RPS12P26,colon
1183314,TAF3,GDPGP1,colon
1183315,TAF3,CIB1,colon
1183316,TAF3,TTLL13,colon
1183317,TAF3,RP11-697E2.6,colon
1183318,TAF3,NGRN,colon
1183320,TAF3,FURIN,colon
1183321,TAF3,FES,colon
1183322,TAF3,MAN2A2,colon
1183323,TAF3,AC068831.15,colon
1183324,TAF3,UNC45A,colon
1183325,TAF3,HDDC3,colon
1183326,TAF3,AC068831.3,colon
1183327,TAF3,RCCD1,colon
1183328,TAF3,AC068831.6,colon
1183329,TAF3,PRC1,colon
1183330,TAF3,VPS33B,colon
1183332,TAF3,CTD-2313J17.6,colon
1183333,TAF3,CTD-2313J17.1,colon
1183334,TAF3,FAM174B,colon
1183336,TAF3,SYNM,colon
1183337,TAF3,RP11-654A16.3,colon
1183338,TAF3,TTC23,colon
1183339,TAF3,LRRK1,colon
1183340,TAF3,CHSY1,colon
1183341,TAF3,VIMP,colon
1183342,TAF3,SNRPA1,colon
1183343,TAF3,RP11-299G20.2,colon
1183344,TAF3,PCSK6,colon
1183345,TAF3,TSSC1,colon
1183346,TAF3,TRAPPC12,colon
1183347,TAF3,ADI1,colon
1183348,TAF3,AC142528.1,colon
1183349,TAF3,RNASEH1,colon
1183350,TAF3,RNASEH1-AS1,colon
1183351,TAF3,RPS7,colon
1183352,TAF3,ID2-AS1,colon
1183353,TAF3,ID2,colon
1183354,TAF3,KIDINS220,colon
1183355,TAF3,YWHAQ,colon
1183356,TAF3,RP11-521D12.1,colon
1183357,TAF3,TAF1B,colon
1183358,TAF3,CYS1,colon
1183359,TAF3,AC104794.4,colon
1183360,TAF3,RP11-254F7.4,colon
1183361,TAF3,RRM2,colon
1183362,TAF3,SNORA80B,colon
1183363,TAF3,ODC1,colon
1183364,TAF3,RP11-320M2.1,colon
1183365,TAF3,AC007249.3,colon
1183366,TAF3,FLJ33534,colon
1183367,TAF3,C2orf50,colon
1183368,TAF3,PQLC3,colon
1183369,TAF3,LPIN1,colon
1183370,TAF3,NBAS,colon
1183371,TAF3,AC008278.2,colon
1183372,TAF3,DDX1,colon
1183373,TAF3,SDC1,colon
1183374,TAF3,PUM2,colon
1183375,TAF3,HS1BP3,colon
1183376,TAF3,ITSN2,colon
1183377,TAF3,SNORD14,colon
1183378,TAF3,DNAJC27-AS1,colon
1183379,TAF3,DNAJC27,colon
1183381,TAF3,DNMT3A,colon
1183382,TAF3,DTNB,colon
1183383,TAF3,SLC35F6,colon
1183384,TAF3,CENPA,colon
1183385,TAF3,TMEM214,colon
1183386,TAF3,AGBL5,colon
1183387,TAF3,AGBL5-AS1,colon
1183389,TAF3,AGBL5-IT1,colon
1183390,TAF3,RP11-195B17.1,colon
1183391,TAF3,OST4,colon
1183392,TAF3,EMILIN1,colon
1183393,TAF3,KHK,colon
1183394,TAF3,CGREF1,colon
1183395,TAF3,ABHD1,colon
1183396,TAF3,SLC5A6,colon
1183397,TAF3,ATRAID,colon
1183398,TAF3,CAD,colon
1183399,TAF3,SLC30A3,colon
1183400,TAF3,MPV17,colon
1183401,TAF3,GTF3C2,colon
1183403,TAF3,AC074117.10,colon
1183404,TAF3,EIF2B4,colon
1183405,TAF3,SNX17,colon
1183406,TAF3,ZNF513,colon
1183408,TAF3,PPM1G,colon
1183409,TAF3,NRBP1,colon
1183410,TAF3,KRTCAP3,colon
1183411,TAF3,IFT172,colon
1183412,TAF3,AC074091.1,colon
1183413,TAF3,ZNF512,colon
1183414,TAF3,RP11-158I13.2,colon
1183415,TAF3,GPN1,colon
1183416,TAF3,CCDC121,colon
1183417,TAF3,SLC4A1AP,colon
1183418,TAF3,SUPT7L,colon
1183419,TAF3,BRE,colon
1183420,TAF3,RBKS,colon
1183421,TAF3,MEMO1,colon
1183422,TAF3,CTC-336P14.1,colon
1183423,TAF3,MCFD2,colon
1183424,TAF3,TTC7A,colon
1183425,TAF3,FAM161A,colon
1183426,TAF3,RP11-681L4.1,colon
1183427,TAF3,RP11-681L4.2,colon
1183429,TAF3,CCT4,colon
1183430,TAF3,COMMD1,colon
1183431,TAF3,AC093159.1,colon
1183432,TAF3,TMEM17,colon
1183433,TAF3,VPS54,colon
1183434,TAF3,Y_RNA,colon
1183435,TAF3,AC007880.1,colon
1183436,TAF3,C1D,colon
1183437,TAF3,NFU1,colon
1183438,TAF3,PCBP1-AS1,colon
1183439,TAF3,PCBP1,colon
1183440,TAF3,AC016700.2,colon
1183441,TAF3,AC016700.3,colon
1183443,TAF3,AC016700.5,colon
1183444,TAF3,C2orf42,colon
1183445,TAF3,TEX261,colon
1183446,TAF3,AC007040.6,colon
1183447,TAF3,AC007040.11,colon
1183448,TAF3,EXOC6B,colon
1183450,TAF3,DGUOK-AS1,colon
1183451,TAF3,AC073046.25,colon
1183452,TAF3,TET3,colon
1183454,TAF3,BOLA3,colon
1183455,TAF3,BOLA3-AS1,colon
1183456,TAF3,MOB1A,colon
1183458,TAF3,RP11-287D1.2,colon
1183459,TAF3,MTHFD2,colon
1183460,TAF3,WDR54,colon
1183461,TAF3,RTKN,colon
1183462,TAF3,INO80B,colon
1183463,TAF3,INO80B-WBP1,colon
1183464,TAF3,WBP1,colon
1183465,TAF3,MOGS,colon
1183466,TAF3,MRPL53,colon
1183467,TAF3,CCDC142,colon
1183468,TAF3,TTC31,colon
1183469,TAF3,LBX2,colon
1183471,TAF3,LBX2-AS1,colon
1183472,TAF3,PCGF1,colon
1183473,TAF3,TLX2,colon
1183474,TAF3,DQX1,colon
1183475,TAF3,AUP1,colon
1183476,TAF3,HTRA2,colon
1183477,TAF3,TMSB10,colon
1183478,TAF3,TRABD2A,colon
1183479,TAF3,AC022210.2,colon
1183480,TAF3,KCMF1,colon
1183481,TAF3,ELMOD3,colon
1183482,TAF3,CAPG,colon
1183483,TAF3,SH2D6,colon
1183484,TAF3,MAT2A,colon
1183485,TAF3,GGCX,colon
1183486,TAF3,VAMP8,colon
1183487,TAF3,Metazoa_SRP,colon
1183488,TAF3,VAMP5,colon
1183489,TAF3,RNF181,colon
1183490,TAF3,AC016753.1,colon
1183491,TAF3,TMEM150A,colon
1183492,TAF3,USP39,colon
1183493,TAF3,C2orf68,colon
1183494,TAF3,RNU2-63P,colon
1183495,TAF3,KRCC1,colon
1183496,TAF3,AC108479.3,colon
1183497,TAF3,TMEM127,colon
1183498,TAF3,CIAO1,colon
1183499,TAF3,SNRNP200,colon
1183500,TAF3,AC021188.4,colon
1183501,TAF3,ITPRIPL1,colon
1183502,TAF3,NCAPH,colon
1183503,TAF3,ARID5A,colon
1183504,TAF3,TMEM131,colon
1183505,TAF3,TSGA10,colon
1183506,TAF3,C2orf15,colon
1183507,TAF3,C2orf15,colon
1183508,TAF3,LIPT1,colon
1183509,TAF3,RP11-38C17.1,colon
1183510,TAF3,MITD1,colon
1183511,TAF3,MRPL30,colon
1183512,TAF3,CNOT11,colon
1183513,TAF3,RNF149,colon
1183514,TAF3,MIR5696,colon
1183515,TAF3,SLC9A2,colon
1183516,TAF3,MFSD9,colon
1183517,TAF3,TMEM182,colon
1183518,TAF3,MRPS9,colon
1183519,TAF3,AC010884.1,colon
1183520,TAF3,AC012360.4,colon
1183521,TAF3,TGFBRAP1,colon
1183522,TAF3,C2orf49,colon
1183523,TAF3,RP11-332H14.2,colon
1183524,TAF3,FHL2,colon
1183525,TAF3,UXS1,colon
1183526,TAF3,TTL,colon
1183527,TAF3,POLR1B,colon
1183528,TAF3,CHCHD5,colon
1183529,TAF3,PSD4,colon
1183530,TAF3,PAX8,colon
1183531,TAF3,PAX8-AS1,colon
1183532,TAF3,RP11-65I12.1,colon
1183533,TAF3,SFT2D3,colon
1183534,TAF3,HS6ST1,colon
1183535,TAF3,FAM168B,colon
1183536,TAF3,PLEKHB2,colon
1183537,TAF3,RBM43,colon
1183538,TAF3,NMI,colon
1183539,TAF3,ARL5A,colon
1183540,TAF3,PRPF40A,colon
1183541,TAF3,ARL6IP6,colon
1183542,TAF3,GORASP2,colon
1183543,TAF3,DCAF17,colon
1183544,TAF3,AC007969.5,colon
1183545,TAF3,CYBRD1,colon
1183546,TAF3,CHN1,colon
1183547,TAF3,PDE11A,colon
1183548,TAF3,RBM45,colon
1183549,TAF3,PRKRA,colon
1183550,TAF3,DFNB59,colon
1183551,TAF3,AC009948.7,colon
1183552,TAF3,FKBP7,colon
1183553,TAF3,PLEKHA3,colon
1183554,TAF3,TTN-AS1,colon
1183555,TAF3,WDR75,colon
1183556,TAF3,STAT1,colon
1183557,TAF3,AC067945.2,colon
1183558,TAF3,AC067945.4,colon
1183559,TAF3,STAT4,colon
1183560,TAF3,HECW2,colon
1183561,TAF3,CCDC150,colon
1183562,TAF3,SPATS2L,colon
1183563,TAF3,CLK1,colon
1183564,TAF3,Y_RNA,colon
1183565,TAF3,PPIL3,colon
1183566,TAF3,NIF3L1,colon
1183567,TAF3,ORC2,colon
1183568,TAF3,CREB1,colon
1183569,TAF3,METTL21A,colon
1183570,TAF3,CCNYL1,colon
1183571,TAF3,FZD5,colon
1183572,TAF3,IDH1,colon
1183573,TAF3,IDH1-AS1,colon
1183574,TAF3,PIKFYVE,colon
1183576,TAF3,ATIC,colon
1183577,TAF3,MREG,colon
1183578,TAF3,PECR,colon
1183579,TAF3,ARPC2,colon
1183580,TAF3,AAMP,colon
